TransactionDate,Description,Category,AmountUSD,Balance,TransactionClassification,MerchantClassification,NormalizedEntity,TransactionName,IsCreditCardExpense,Reason,Confidence,RuleHit
2025-03-24,99achr0016706780001 11/19/2024 ach adjustment,Refunds,5800.0,,Other,Other,Other,99achr0016706780001 11/19/2024 ach adjustment,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-17,electronic deposit shopify,Revenue,1004.15,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-18,electronic deposit shopify,Revenue,1158.19,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-18,electronic deposit shopify,Revenue,118090.33,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-19,electronic deposit shopify,Revenue,29990.75,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-19,electronic deposit shopify,Revenue,479.26,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-20,electronic deposit shopify,Revenue,29928.22,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-20,electronic deposit shopify,Revenue,336.67,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-21,electronic deposit shopify,Revenue,190.64,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-21,electronic deposit shopify,Revenue,41024.55,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-24,electronic deposit shopify,Revenue,387.61,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-24,electronic deposit shopify,Revenue,202.31,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-24,electronic deposit shopify,Revenue,471.91,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-24,electronic deposit shopify,Revenue,24189.58,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-25,electronic deposit shopify,Revenue,125858.82,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-25,electronic deposit shopify,Revenue,775.25,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-26,electronic deposit shopify,Revenue,277.27,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-26,electronic deposit shopify,Revenue,28015.13,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-27,electronic deposit shopify,Revenue,456.6,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-27,electronic deposit shopify,Revenue,28718.87,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-28,electronic deposit shopify,Revenue,29027.52,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-28,electronic deposit shopify,Revenue,202.28,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-31,electronic deposit shopify,Revenue,1773.22,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-31,electronic deposit shopify,Revenue,317.47,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-31,electronic deposit shopify,Revenue,28387.16,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-31,electronic deposit shopify,Revenue,471.32,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-01,electronic deposit shopify,Revenue,130480.07,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-01,electronic deposit shopify,Revenue,1260.87,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-02,electronic deposit shopify,Revenue,517.26,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-02,electronic deposit shopify,Revenue,29540.32,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-03,electronic deposit shopify,Revenue,30431.15,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-03,electronic deposit shopify,Revenue,107.23,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-04,electronic deposit shopify,Revenue,31473.23,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-04,electronic deposit shopify,Revenue,401.87,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-07,electronic deposit shopify,Revenue,96.27,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-07,electronic deposit shopify,Revenue,27969.18,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-07,electronic deposit shopify,Revenue,209.84,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-07,electronic deposit shopify,Revenue,483.76,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-08,electronic deposit shopify,Revenue,138922.74,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-08,electronic deposit shopify,Revenue,452.86,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-09,electronic deposit shopify,Revenue,309.06,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-09,electronic deposit shopify,Revenue,32640.36,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-10,electronic deposit shopify,Revenue,30171.46,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-10,electronic deposit shopify,Revenue,242.4,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-11,electronic deposit shopify,Revenue,28272.95,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-11,electronic deposit shopify,Revenue,375.96,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-14,electronic deposit shopify,Revenue,1148.57,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-14,electronic deposit shopify,Revenue,804.38,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-14,electronic deposit shopify,Revenue,709.29,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-14,electronic deposit shopify,Revenue,40152.8,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-15,electronic deposit shopify,Revenue,135018.54,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-15,electronic deposit shopify,Revenue,113.3,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-16,electronic deposit shopify,Revenue,229.5,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-16,electronic deposit shopify,Revenue,32366.87,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-17,electronic deposit shopify,Revenue,32972.66,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-17,electronic deposit shopify,Revenue,712.85,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-18,electronic deposit shopify,Revenue,193.47,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-18,electronic deposit shopify,Revenue,29818.64,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-21,electronic deposit shopify,Revenue,209.49,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-21,electronic deposit shopify,Revenue,879.8,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-21,electronic deposit shopify,Revenue,2108.6,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-21,electronic deposit shopify,Revenue,27034.01,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-22,electronic deposit shopify,Revenue,187396.22,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-22,electronic deposit shopify,Revenue,227.15,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-23,electronic deposit shopify,Revenue,689.18,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-23,electronic deposit shopify,Revenue,35150.5,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-24,electronic deposit shopify,Revenue,33198.83,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-24,electronic deposit shopify,Revenue,959.16,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-25,electronic deposit shopify,Revenue,382.41,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-25,electronic deposit shopify,Revenue,29844.56,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-28,electronic deposit shopify,Revenue,1632.75,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-28,electronic deposit shopify,Revenue,757.76,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-28,electronic deposit shopify,Revenue,644.94,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-28,electronic deposit shopify,Revenue,33782.69,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-29,electronic deposit shopify,Revenue,151566.14,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-29,electronic deposit shopify,Revenue,643.27,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-30,electronic deposit shopify,Revenue,334.97,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-30,electronic deposit shopify,Revenue,35444.2,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-01,electronic deposit shopify,Revenue,41658.07,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-01,electronic deposit shopify,Revenue,670.82,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-02,electronic deposit shopify,Revenue,48437.9,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-02,electronic deposit shopify,Revenue,532.79,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-05,electronic deposit shopify,Revenue,56509.75,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-05,electronic deposit shopify,Revenue,599.15,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-05,electronic deposit shopify,Revenue,174.21,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-05,electronic deposit shopify,Revenue,1495.27,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-06,electronic deposit shopify,Revenue,127966.57,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-06,electronic deposit shopify,Revenue,263.86,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-07,electronic deposit shopify,Revenue,888.06,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-07,electronic deposit shopify,Revenue,39008.68,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-08,electronic deposit shopify,Revenue,485.6,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-08,electronic deposit shopify,Revenue,46474.17,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-09,electronic deposit shopify,Revenue,480.88,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-09,electronic deposit shopify,Revenue,43597.0,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-12,electronic deposit shopify,Revenue,2262.96,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-12,electronic deposit shopify,Revenue,1050.89,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-12,electronic deposit shopify,Revenue,48420.92,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-12,electronic deposit shopify,Revenue,4323.35,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-13,electronic deposit shopify,Revenue,1076.08,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-13,electronic deposit shopify,Revenue,248572.23,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-14,electronic deposit shopify,Revenue,1006.66,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-14,electronic deposit shopify,Revenue,51015.41,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-15,electronic deposit shopify,Revenue,1221.65,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-15,electronic deposit shopify,Revenue,45402.41,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-16,electronic deposit shopify,Revenue,1387.12,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-16,electronic deposit shopify,Revenue,68736.89,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-19,electronic deposit shopify,Revenue,1816.12,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-19,electronic deposit shopify,Revenue,47182.72,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-19,electronic deposit shopify,Revenue,753.09,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-19,electronic deposit shopify,Revenue,1589.58,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-20,electronic deposit shopify,Revenue,206712.43,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-20,electronic deposit shopify,Revenue,310.05,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-21,electronic deposit shopify,Revenue,747.63,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-21,electronic deposit shopify,Revenue,43472.74,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-22,electronic deposit shopify,Revenue,46686.99,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-22,electronic deposit shopify,Revenue,1762.65,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-23,electronic deposit shopify,Revenue,43237.35,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-23,electronic deposit shopify,Revenue,1017.57,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-27,electronic deposit shopify,Revenue,38891.55,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-27,electronic deposit shopify,Revenue,1768.13,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-27,electronic deposit shopify,Revenue,1793.3,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-27,electronic deposit shopify,Revenue,524.84,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-27,electronic deposit shopify,Revenue,1046.92,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-28,electronic deposit shopify,Revenue,169809.35,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-28,electronic deposit shopify,Revenue,646.0,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-29,electronic deposit shopify,Revenue,46765.39,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-29,electronic deposit shopify,Revenue,1057.69,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-30,electronic deposit shopify,Revenue,42231.79,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-30,electronic deposit shopify,Revenue,1002.25,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-02,electronic deposit shopify,Revenue,1074.12,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-02,electronic deposit shopify,Revenue,2326.34,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-02,electronic deposit shopify,Revenue,1226.02,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-02,electronic deposit shopify,Revenue,37514.89,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-03,electronic deposit shopify,Revenue,140959.12,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-03,electronic deposit shopify,Revenue,702.86,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-04,electronic deposit shopify,Revenue,32879.27,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-04,electronic deposit shopify,Revenue,591.35,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-05,electronic deposit shopify,Revenue,782.09,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-05,electronic deposit shopify,Revenue,37402.85,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-06,electronic deposit shopify,Revenue,1659.98,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-06,electronic deposit shopify,Revenue,34692.39,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-09,electronic deposit shopify,Revenue,2272.82,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-09,electronic deposit shopify,Revenue,36068.43,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-09,electronic deposit shopify,Revenue,1240.52,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-09,electronic deposit shopify,Revenue,2073.34,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-10,electronic deposit shopify,Revenue,155622.77,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-10,electronic deposit shopify,Revenue,593.05,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-11,electronic deposit shopify,Revenue,193.26,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-11,electronic deposit shopify,Revenue,44249.92,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-12,electronic deposit shopify,Revenue,634.53,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-12,electronic deposit shopify,Revenue,44990.51,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-13,electronic deposit shopify,Revenue,44040.59,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-13,electronic deposit shopify,Revenue,945.53,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-16,electronic deposit shopify,Revenue,718.39,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-16,electronic deposit shopify,Revenue,1652.49,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-16,electronic deposit shopify,Revenue,45259.36,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-16,electronic deposit shopify,Revenue,2517.5,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-17,electronic deposit shopify,Revenue,729.12,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-17,electronic deposit shopify,Revenue,193704.92,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-18,electronic deposit shopify,Revenue,1184.68,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-18,electronic deposit shopify,Revenue,46883.65,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-20,electronic deposit shopify,Revenue,39543.84,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-20,electronic deposit shopify,Revenue,792.55,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-20,electronic deposit shopify,Revenue,846.76,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-23,electronic deposit shopify,Revenue,931.6,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-23,electronic deposit shopify,Revenue,2731.01,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-23,electronic deposit shopify,Revenue,1526.94,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-23,electronic deposit shopify,Revenue,80992.78,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-24,electronic deposit shopify,Revenue,128927.9,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-24,electronic deposit shopify,Revenue,496.89,,Other,Other,Other,electronic deposit shopify,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
